Puntaje_Lógico_Matemático,Puntaje_Verbal_Lingüístico,Puntaje_Visual_Espacial,Puntaje_Musical,Puntaje_Cinético_Corporal,Puntaje_Interpersonal,Puntaje_Intrapersonal,Horas_Estudio_Semanal,Participación_En_Clases,Preferencia_Grupal,Tipología
85.05870119247584,47.50729921579847,80.49437393185198,13.660467335560467,51.04224116117794,43.022099795722745,48.50595540215749,32.66413981396494,3.7654435237265518,0,Matematicos_Razonadores
86.7833934638095,50.833304163283564,83.25437480080464,33.043745432693896,48.29976260917603,56.69064138536087,41.86697263449221,26.73456929174358,4.0811422643400075,0,Matematicos_Razonadores
84.3685755475685,70.48488413556048,93.50980167513016,36.04829717524923,72.84628989520539,46.72442332671285,39.4804332763966,19.79701925005452,2.119517284052422,0,Matematicos_Razonadores
88.7374849171382,49.199994215577796,81.43371959793426,42.870021851565284,59.72130206977445,56.76940188464457,43.6183071365101,34.00840494066013,2.6671525654264436,0,Matematicos_Razonadores
93.11904175606749,58.46146463756388,92.45210095543395,47.14778816047637,51.853508102492356,43.53483142077767,41.07302259089002,35.298164998344134,4.386658287594516,0,Matematicos_Razonadores
88.85799772407404,73.2201450684145,79.65914702873242,14.153286232707558,72.93275220573118,68.79959246824403,50.17149705213291,26.896883836255867,3.3617590555468664,0,Matematicos_Razonadores
83.99434125102005,55.660528392531006,82.28028498121208,16.939430958681175,76.45543534771568,69.15619187628403,35.31055116663902,19.641259988216582,4.11039068950657,0,Matematicos_Razonadores
90.37713894569286,54.80420468050714,78.67573927841738,18.04777051231747,59.56603041833285,68.43003125168345,34.45210739066646,35.70385785658347,8.088138435954033,0,Matematicos_Razonadores
83.88718413979949,63.48729482913115,84.27877580170613,20.1232552890281,47.37296089672329,66.921495841858,34.68311582780616,25.570522557144617,3.13133648873029,0,Matematicos_Razonadores
97.68036968318252,62.93782777282142,100.0,32.12805292646428,67.60731780496052,57.76815328480153,30.0,27.74772848844051,5.146094736291486,0,Matematicos_Razonadores
87.39623820294784,60.35788076283932,86.21310548052114,39.098994445001644,73.32641582190307,58.81405239610999,30.0,29.406467292735883,5.992290973522415,0,Matematicos_Razonadores
93.26910684898989,55.37221933269444,100.0,29.677017209695425,62.28878397373506,73.0348004706121,30.0,32.373888609169185,6.097917673064796,0,Matematicos_Razonadores
93.13681697669546,67.58726207829528,86.35520497328065,49.660410885275496,65.07217665248227,59.14527433777147,40.66104074316074,34.84594146350465,6.189206266112672,0,Matematicos_Razonadores
99.98464574324761,57.64080774729233,94.97034161319108,35.385125164036,58.336773043345566,46.439200886788,44.49885145877839,20.71349765642212,5.665761136548617,0,Matematicos_Razonadores
80.99190238093964,62.97881421033447,86.38199526439644,42.77763029615916,71.9656668215668,64.59754306575255,30.0,30.439934813746117,4.274311723758154,0,Matematicos_Razonadores
77.83118392468133,56.23078191812863,71.77467319660266,25.064987135803754,65.09042886165668,70.49116985708449,34.56113897293623,25.542293608129633,2.073738998235282,0,Matematicos_Razonadores
84.028942523413,65.68543294724289,86.80588241863656,22.698306757157162,57.52239923119708,57.784796804063646,37.71758881178942,40.0,4.469937080277957,0,Matematicos_Razonadores
94.09111675468776,58.076914834214215,89.01887112318065,41.490944327639085,66.79164744621649,57.41750391230383,42.14104748316867,30.337567285163146,4.201489893801553,0,Matematicos_Razonadores
96.24421226141061,60.87174478035456,97.99359392979984,23.758033382606325,59.42540869343066,64.58036968425698,41.779220256440595,30.347839363475437,3.339737879190861,0,Matematicos_Razonadores
100.0,65.93576592647422,81.80511603641652,14.692541963070916,78.57373113795097,64.29504585230099,45.847055240523304,33.956722325873514,2.265472415279235,0,Matematicos_Razonadores
93.37795276542813,55.92904034843384,88.69413682686435,25.674227007577095,58.81185746295574,49.51561908778715,36.2433385690058,34.237714230540895,8.004612527491798,0,Matematicos_Razonadores
96.82182000788129,75.97724910460809,96.32888937904966,20.05708478248894,50.71232843574148,59.350398694931044,34.580411727760605,31.918723886722947,6.677264048951578,0,Matematicos_Razonadores
92.20453836475772,53.8440682333458,92.4942936371478,19.068501024853045,60.73370977309583,60.42826175466339,53.78385265805903,40.0,4.475613096695525,0,Matematicos_Razonadores
99.18353459942857,68.08828268816548,81.14590978325779,17.0054471154264,67.40443853372491,65.74815385296053,31.52593353984547,33.9592292545806,4.726107019877471,0,Matematicos_Razonadores
100.0,57.75324672630902,79.03554207294225,49.20483730420656,67.01702273361269,73.83918679727104,40.298785210957746,36.00994970431402,4.7663829014911325,0,Matematicos_Razonadores
78.94177386458502,61.91214173470136,92.00832510375876,38.87378574170444,60.980461359145345,74.79994428003566,37.60497117412146,35.651967620505246,4.625668929907569,0,Matematicos_Razonadores
94.45545429618201,69.08384598574209,84.71322988012334,10.0,54.81873111417081,62.83859253007581,45.533717478359904,36.14870902189608,3.4044247961997725,0,Matematicos_Razonadores
92.85569297296601,52.20107616443737,86.44739820758717,24.836909436640706,47.05465725491989,59.351712041093734,41.42005969926051,40.0,2.7185595947707437,0,Matematicos_Razonadores
83.80683991568762,59.55859785469785,74.4224358777571,10.0,66.1988783868905,66.8147791128207,35.96346324034697,29.38077829115882,2.185363467225329,0,Matematicos_Razonadores
86.1275746822472,62.96445752476128,87.32374837481468,28.190716306006607,55.37220610369297,59.34565959555679,34.953991316815504,26.273643429654136,1.8704977798461897,0,Matematicos_Razonadores
79.99475480193294,61.41355417472128,79.91556707388278,15.761836803606279,60.72565123473419,59.53429956604996,47.455764675600705,34.18599394277454,7.340657557217584,0,Matematicos_Razonadores
87.01342811997418,50.08366281391911,84.04087280552721,19.888672270389566,49.58842162593244,65.20946249586929,30.0,13.288539848305344,7.65874135461374,0,Matematicos_Razonadores
88.6318498774365,78.80412223096323,96.21313398487034,38.24580178400042,63.69764265039224,62.567073647490865,40.04131966746217,24.244130768020497,3.376282943695868,0,Matematicos_Razonadores
92.6257186400154,50.65099285060316,76.52005518805699,30.10317730085419,48.25765601497343,67.43130991765538,39.37644219344489,28.985583186640696,10.0,0,Matematicos_Razonadores
91.0816704200968,49.822867268904545,79.97779624986975,15.03357482419807,56.2147614496173,56.00273172343875,53.89541723378318,35.405258883094184,3.4009831556766623,0,Matematicos_Razonadores
100.0,68.07175855871102,82.59630761183526,10.6020875542721,62.139878526540286,62.9628621477268,36.30331853963114,26.994952307686525,5.427058530145363,0,Matematicos_Razonadores
89.63597167163134,62.518639358587436,94.57316257556666,42.42483561938161,69.54548513546959,63.27650979356612,37.941822081511944,24.275986482259537,6.097379982486329,0,Matematicos_Razonadores
99.48500173088009,62.19485532702232,84.18762071453492,24.886965351243855,60.14277028190981,75.44694262568571,34.3033276371314,34.0919199308888,7.243184691186357,0,Matematicos_Razonadores
96.85979917756922,71.71024293677007,84.46910401878786,27.460512940318843,60.599817412941576,56.4502151124669,48.08627895812724,22.13231722298104,6.131113737649102,0,Matematicos_Razonadores
87.19414737630075,52.782556396476814,90.00927759202762,23.544128609490524,63.98955100534393,56.461808515510405,30.0,25.719922650053483,7.1748842240286725,0,Matematicos_Razonadores
83.23438806217037,53.6238917644966,99.09917800590021,26.197774339249925,54.58893753125092,63.580627555413564,44.995681754946766,20.121564121283416,8.798038522685752,0,Matematicos_Razonadores
78.31468441882657,58.05371726752938,79.13143469550847,18.113706080009823,61.07053600861529,52.775102832758755,45.62453696544452,31.713616410505622,3.740875572116743,0,Matematicos_Razonadores
88.95985083700774,65.61859866288862,78.8118908214223,33.703690566829174,59.20744813005853,60.07553614082545,33.474191371221664,29.276579774094593,1.0,0,Matematicos_Razonadores
100.0,51.12311131711592,89.22858288871541,20.726476873249183,52.27359653578629,66.24445496444858,44.99736175421825,37.49517139246129,5.3221701412505125,0,Matematicos_Razonadores
100.0,42.219848601067696,84.80847855789891,10.0,63.84287832686337,60.68266916606262,35.67792631513827,27.74464534974376,7.461990503121115,0,Matematicos_Razonadores
100.0,63.05583400380922,78.59377451523525,28.975368841298835,47.286905984991265,53.12125909221371,38.11937096888971,35.06029384785083,1.0,0,Matematicos_Razonadores
95.43167151517832,51.479538813633376,81.26869344751374,14.253976589046896,70.35385507555999,53.03119215631573,30.0,28.280651800181417,1.1703263950915392,0,Matematicos_Razonadores
95.28462796419642,59.70679285252378,89.54649229791568,37.66640854461825,71.54240930609602,66.26897713276401,30.261764596173478,29.654044102496318,6.050628975413085,0,Matematicos_Razonadores
92.41056530048674,74.5306769699444,76.51788773587496,39.43258908021218,66.48890910215644,49.35620985304281,47.38374477831303,28.710835575359514,1.0,0,Matematicos_Razonadores
100.0,63.73242479062217,78.69676050319417,31.18978044714879,58.2261874460999,66.21075078109203,40.39512267656377,40.0,2.4972132655024195,0,Matematicos_Razonadores
96.79727185529696,53.2737404749229,100.0,31.553561515050063,51.72084524978001,46.257770903582,35.2210687302182,25.759493668698827,3.240454030728655,0,Matematicos_Razonadores
94.05885039834517,68.35931300926875,100.0,13.194839329857606,52.02572797981405,50.73414326008841,54.66771846852073,30.315999504035176,5.4870206513592,0,Matematicos_Razonadores
96.38979193256853,66.26323412161601,88.08811085754166,38.862897051773984,66.29091566458943,50.017061622458286,32.38160760978522,29.214151093609498,7.024991996580287,0,Matematicos_Razonadores
98.68090882866446,54.362273666245976,68.43193407299762,13.8436960645085,46.2611311293915,57.49703948247279,39.54043816984384,39.866183678187554,1.8676555366556342,0,Matematicos_Razonadores
90.20553774096655,68.99203335727859,92.98906746834692,45.200775400377324,72.7127767973574,51.320485262874996,49.47828830791547,28.267287626519746,4.527911075109926,0,Matematicos_Razonadores
94.61407615260472,54.04846553460299,79.24841027230109,40.819295644822986,66.92981063649755,58.818432786861074,45.770978358704944,40.0,2.192348696371014,0,Matematicos_Razonadores
87.41537506931272,54.517001800579884,78.73848821951643,19.9227927160823,68.06974960988144,71.30529071748828,41.93443509018833,22.61684222802323,2.738774637089502,0,Matematicos_Razonadores
86.37991006398939,65.00748936756156,83.57741665546887,46.855391122669424,69.48291046276401,62.01790966342525,31.948097851279417,33.39657173022627,2.963451188669199,0,Matematicos_Razonadores
85.15961084928755,54.63312514950245,90.15606482595796,52.86457096423501,56.223513860823466,69.8146740498502,33.336301669773995,26.710630736156862,7.375158356990884,0,Matematicos_Razonadores
100.0,62.087469865348496,89.3037558858597,12.88474981470372,54.22105347094643,54.819120313497706,53.74211794593572,23.301085227164855,4.710191627268274,0,Matematicos_Razonadores
85.86187589005968,67.11801857471437,91.3592649104518,10.0,61.734303213467115,65.47613489237634,35.67803940912398,23.194278185983883,9.731200752176223,0,Matematicos_Razonadores
95.42395911093746,48.99492965271013,84.60962374730195,23.862751482997737,66.29523065177625,57.11955391816922,30.0,28.052378634331962,3.123063890445248,0,Matematicos_Razonadores
94.53369279305899,52.17496375877082,98.56385673711098,34.952073982814326,71.09668275424403,61.05308382548995,50.9267270701076,40.0,1.0,0,Matematicos_Razonadores
94.19898641940608,66.4259517887595,100.0,37.56572481950219,56.89919869040685,63.989714249922685,30.0,23.10540757045434,1.8591144238648774,0,Matematicos_Razonadores
92.00570914906352,70.91156637640113,100.0,20.815327312853494,56.36216323288413,66.67038797576298,38.39081412053125,30.66227380124737,4.348549645625589,0,Matematicos_Razonadores
90.92671795175306,59.417747444012946,80.39712486896678,35.389884352633516,73.42471207076117,50.2749709889954,31.047593778066958,24.95523800441653,2.539500315740516,0,Matematicos_Razonadores
77.07058096291318,57.57623320794417,96.99295360829625,30.049234475345408,65.60512208943068,68.69668709063978,36.46878543488342,40.0,2.8003216809111757,0,Matematicos_Razonadores
83.10156226901259,53.01332278189634,87.62465833617705,41.24635136092763,70.42931542728327,69.62104034950713,33.06314831352428,19.042804249079005,10.0,0,Matematicos_Razonadores
82.40242927031545,70.09892477783514,95.05715163066944,49.20941556115819,62.17650676698203,68.73784621162257,35.1776864800614,40.0,4.4844128844116655,0,Matematicos_Razonadores
99.30172311197971,64.6400476904416,86.85486623490071,39.038573143785456,75.01398738180343,64.38580946384322,33.625282095344616,33.49217754933301,5.10129753913898,0,Matematicos_Razonadores
